InvestorId,Investor_Name,successful_investments
112987-99,ORA Vehicules Electriques,
112988-17,Liwick Investment Management,1
112988-35,Cequent Consumer Products,1
112988-89,Alex Polvi,1
112988-98,ASG Risk Management,
11298-97,SmartForest Ventures,10
112990-33,Paradise Cleaners,
112990-51,Chloride Group,
11299-06,Smart Technology Ventures,12
112991-68,The Dispatch Printing (Print Publications Business),
112993-12,Casino Rewards,
11299-33,Smith Whiley,13
112993-75,Kenko Tokina,
112993-93,Enermed,
11299-42,Snowbird Capital,3
112994-56,Edition Diffusion Presse Santé,
112995-28,Grupo Empresarial Sando,4
11299-60,SG AM Alternative Investments,20
112996-00,Smart Palate International,
112996-45,Max Seel,
112996-54,Dennis Baldwin,
11299-69,Talde Private Equity,29
112997-35,Cofix,1
112998-34,La Monégasque Vanelli France,
112998-43,Corem Property Group,1
11299-96,Sofinim,28
112999-87,EMC Computer Systems (UK),
113000-05,Gavin Duffy,
113000-41,Crew Gold,4
11300-05,Sofinnova Partners,109
113001-13,Greenspoon Marder,
113001-22,Dagon,
113001-31,Jeff Karish,1
11300-14,Sofinnova Ventures,130
113001-40,Launch 360 Media,
113001-76,McMaster Innovation Park,
113001-85,Progetto Santolcese,
113001-94,Powerplant Ventures,3
113002-03,McMaster University,1
113002-12,Arteen Arabshahi,
11300-23,SB China Venture Capital,19
113002-30,Team Reifen-Union GmbH+Co Top Service Team,
113002-93,OMR Impression,
11300-32,SAIF Partners,104
113003-38,Jacana Invest,
113003-47,Wessanen France Holding,
113003-56,Integrated Service Technology,
113003-83,Thornley Groves Estate Agents,
11300-41,Mobius Venture Capital,102
113004-10,VYPA,
113004-46,Abbott & Bramwell,
113004-64,Gorilla Stationers,
113004-73,Orkla Foods Sverige,
113004-91,Diversion Technologies,1
11300-50,SoftBank Capital,167
113005-45,Southeast Corporate Federal Credit Union,
113005-63,Chip Linehan,1
113005-81,HB Construction Company,
11300-59,Solstice Capital,33
113005-99,Clinique Internationale Du Parc Monceau,
113006-35,Medvision Healthcare,
113006-44,American Savings Bank,
11300-68,SGF Soquia,7
113006-98,Topline Products Company,
113007-79,Batesville Casket Company,
113007-97,Dr David Phillips,
113008-24,Mark Sherman,1
113008-33,Tidewater Midstream and Infrastructure,
113008-51,Philippe Botteri,1
11300-86,Sorrento Associates,29
113008-69,Dave Zilberman,1
113008-78,Michael S. Jeon,1
113008-87,US Nuclear,
11300-95,Dawntreader Ventures,24
11301-04,Southeastern Capital Advisors,1
113010-94,Impact Investment Leaders,
113011-03,Kent Madsen,
113011-30,Desert Publications,1
113012-02,Texas Health Resources,
113012-11,Methodist Health System,
11301-22,South Atlantic Venture Funds,49
113012-47,Columbia Pacific Wealth Management,
11301-31,Southern Capitol Ventures,12
113013-46,Kirk Posmantur,2
113013-73,David Wieland,1
11301-49,The Southern Appalachian Fund,8
113015-26,Joel Yarmon,2
113015-80,Michael R. Sutcliff,
113015-89,Anand Swaminathan,1
113016-07,Marcy Simon,2
113016-79,MicroSense,
113016-88,Arjan Schutte,
113016-97,Emilie Choi,
113017-06,Eric Bahn,2
113017-15,Josh Tonderys,
113017-24,Mike Grishaver,
113017-33,Parker Barrile,
113017-42,Raymie Stata,1
11301-76,SunAmerica Ventures,12
113017-60,Shirshanka Das,
113017-69,Sumir Meghani,
113018-14,Modal Private Equity,
113018-23,Sunshot Incubator Program,28
11301-85,SunBridge Partners,24
113018-50,Sunseeker London,
113018-86,Enviros Global Limited,
113019-13,Cryptomathic,
11301-94,SUNeVision,2
113019-58,Verscend Technologies,
113019-67,Essextec,
113019-76,Cherokee Black Entertainment,1
113019-85,BenePro,
113020-30,Royal Enfield,
113020-66,ME Cloud,
113020-84,Pendrell Technologies,
11302-12,Sunrise Ventures,4
113021-29,FEDER,
113021-38,Kansas Medical Center,
113021-47,DailyFlash,
113021-56,Lily Limusanno,1
113021-65,Bill Lin,
113021-74,Mike Norman,
113021-83,ManaBus.com,
113021-92,Yushi Ohmori,
11302-21,SunTx Capital Partners,14
113022-10,Meichun Kuo,
113022-19,Yi Azria,
113022-28,Denis Azria,
113022-37,Scott Huyette,
113022-73,Saica Natur,
113023-00,Nathan Trousdell,1
113023-18,Adam Corey,
113023-27,Newell Palmer Financial Planning,
113023-36,aaic ventures,1
113023-45,Radiant Venture Capital,2
113023-54,Christian B. Sullivan,
113023-72,Red Chapel Advisors,
113023-81,Dan Henderson,
11302-39,Southwest Harvard Group,6
113023-99,Allison Baum,
113024-08,Brandt Industrilakering,
113024-17,The Silicon Valley Boomer Venture Summit,
113024-71,TGC Acquisition,
11302-48,Southeast Interactive Technology Funds,22
113025-52,Auto Union Group,
113025-61,Emanuel Breiter,
11302-57,Southeastern Technology Fund,12
113025-70,FTSE Russell,
113025-79,Qamira,
113026-24,Mercato,2
113026-33,CLdN ro-ro,1
113026-87,Emphor,1
113027-14,Alaskan Park Properties,
113027-32,DemoWolf,
113027-41,Endeks Gayrimenkul ve Madencilik Enerji Sanayi ve Ticaret,
11302-75,Sowood Capital Management,4
113027-68,Invafi,
113027-86,Doyle Group,
11302-84,Space Center Ventures,17
113028-40,GC Rieber,1
113028-49,Atea Finland,
113028-67,Utah Entrepreneur Challenge,
113028-76,Pierre Lassonde Entrepreneur Center,
113028-85,Güimar Vaca Sittic,1
113028-94,Utah Governor's Office of Economic Development,2
113029-03,Eric Bonabeau,
113029-12,Antonio Osio,
113029-21,Diane Donald,
11302-93,RedShift Ventures,19
113029-30,Deneese Levin,
113029-39,Mark Lurie,
113029-48,Ricardo Porto,
113029-57,Indigo Publications,
113029-75,Ale C Resnik,
113029-84,Office of Steve Westly,
113029-93,Passavant-Geiger,
113030-02,Morgan Hermand-Waiche,
113030-11,José Sánchez-mangas,
11303-02,Spark Capital,67
113030-20,Amscreen Group (Media Sales and Marketing Business),1
113030-29,AS Lease,1
11303-11,Seventure Partners,100
113031-46,Wind Youth Services,
113031-91,Susan Mark,
113032-18,Fabric Interface,
113032-27,RBHold,
113032-63,Roger Allen,
113032-81,Texada Software (Texas),1
11303-29,Augment Securities,30
113032-90,Caverion Deutschland,2
113032-99,Citypost Group,
113033-08,Prometey,
113033-17,M3 USA,
11303-38,Spinnaker Ventures,6
113033-98,The Delivery Group,1
113034-25,Owen Sun,
113034-43,Naturgas Energia,
113034-61,Manu Rekhi,
11303-47,GroundWork Equity,
113034-70,Dole Europe,1
113034-97,Compagnie Fruitière,
113035-42,Dorozhno-stroitelnoe Upravlenie 7,
113035-51,Korea Trade Insurance Corporation,
11303-56,Split Rock Partners,92
113035-60,Inside Capital Partners,
113035-69,Sylvio Drouin,
113035-96,Kindling Capital,5
11303-65,Northwest Venture Associates,29
113036-59,Orelavtodor,
113036-68,Tarson Commercial,1
113036-77,Tremo,1
113036-95,Groupe Baumgartner,1
113037-22,Ravier Financial,2
113037-67,Leronika,2
11303-83,Spray Venture Partners,24
113038-30,Atul Europe,
113038-93,Yup.com,
113039-11,Norsk Dyremat,
11303-92,SpringBank TechVentures,6
113039-20,AMR Management Services,
113039-38,Veolia Umweltservice,
113039-47,Dr. Schmidt & Erdsiek Gruppe,1
113039-83,BluSky Restoration Contractors,
113040-01,Vitro'Service France,
11304-01,Spring Ridge Ventures,1
113040-19,Contship Italia,1
113040-82,B45,
11304-10,Sprint Ventures,4
113041-00,Ikea Energy Services,
113041-18,Benlee,
113041-27,Établissements Frénéhard et Michaux,
113041-36,Abante Asesores,
113041-45,Stalmot & Wolmet,
113041-54,Green Dot Bioplastics,
11304-19,Springboard Capital,8
113041-90,Juan Urrutia,
113042-08,Carlos Muñoz-Rojas,1
113042-44,Havas Sports & Entertainment,
113042-71,Malteries Soufflet,
11304-28,Sprout Group,155
113042-89,Ric Fleisher,
11304-37,SRIB,2
113043-70,Bodhtree Solutions,
113043-79,Michigan Tri-Technology Corridor,
113043-97,Piazza Advertising,
113044-15,AnazaoHealth,
113044-42,Starpower Home Entertainment Systems,
11304-46,Société Régionale d'Investissement de Wallonie,36
113044-69,NIST Advanced Technology Program,4
113044-78,PharmaCielo,
113045-05,Lucile Packard Children's Hospital,
11304-55,SR One,93
113046-22,Tim Streit,2
11304-64,SSM Partners,36
113047-03,Shanshan Venture,
113047-12,IndieBio,3
113047-21,Prosperity Investment Fund,
11304-73,Staenberg Venture Partners,48
113048-56,Huston Hedinger,2
113048-65,Pearl Publishing,
113048-74,Heather Carleton,2
11304-91,Stanwich Partners,4
113049-37,Santa Lucía Seguros,1
113049-64,American Physician Partners,
113049-91,Haverhill Bank,
113050-00,Bigfoot Biomedical,
113050-54,Goldman Sachs Specialty Lending Group,2
113050-72,Josef Muller,
113050-81,AssFiNET,
11305-18,STAR Capital Partners,20
113052-61,Frothy Monkey,
11305-27,Starfish Ventures,30
113052-97,Fang Group,
11305-36,StartGreen Capital,6
11305-45,StarVest Partners,29
113055-13,Brown & Brown Insurance of Nevada,
113055-31,Con Edison Development,2
11305-54,Starter Fluid Management,5
113055-67,Albi le Géant,
11305-63,Stata Venture Partners,24
113057-29,Grupo ALN,
113057-47,Roger Craig,
113057-83,Giglio Group,
113058-01,Jelmoli Holding,2
11305-81,Steadfast Capital,13
113058-28,Unigen,
113058-46,Greenhouse Ventures,2
11305-90,Steps-Ventures,18
113059-09,K.A.T.E Known Tasteful & Enterprises,
113059-72,Robert Mirman,1
113059-81,Honoratus Investments,
11305-99,Headland Ventures,4
113060-26,Mi-Jack Canada,
113060-35,EnergosbyT Plus,
113060-89,Grand Harbour Marina,
113061-25,Moller Auto Baltic,
113061-61,Next Frontier Capital,
11306-17,Sternhill Partners,8
113061-79,Tongmake International Company,
113061-88,Maltsovskiy,1
113062-15,A2B Radio Cars,
113062-78,Alan Parker,
113062-87,Jeremy Oppenheim,
113062-96,Veezu,
113063-23,Editions Trédaniel,
11306-35,Walker Ventures,15
113063-68,Kvalitet,1
113063-77,Oxlo Properties,
11306-44,Still River Fund,16
113064-58,Avalon Produce,
113064-85,InterBalance Group,
11306-53,Stirling Square Capital Partners,11
113066-11,Norman Collett,
11306-62,STI Ventures,11
113066-74,Ori Allen,
113066-83,Kunwu Jiuding Investment Holdings Company,
11306-71,Stockton Partners,3
11306-80,Stolberg Equity Partners,9
113068-18,Susan McPherson,
113068-63,Artec Global Media,
113068-72,SVS Ventures,
113068-81,Fairstead Capital,
113068-90,REMEC Broadband Wireless,
113069-53,Renata Quintini,
11306-98,Stonewood Capital Management,16
11307-07,Stone Canyon Venture Partners,9
113070-97,Arthur Frommer,
11307-25,Stonington Partners,17
113072-68,Hulic,1
11307-34,Storm Ventures,73
113073-40,Tom Melcher,
113073-58,P.J. Desai,
113073-94,Varese Investimenti,1
113074-12,LHV Capital,2
11307-43,Stratus Ventures,
113074-57,The InVentures Group,4
113074-66,Wireless Holdings International,1
113074-75,Eastern Insurance Group (US),
113074-84,Alter Equity 3P,1
113074-93,Qvalitas Medical Centre,
11307-52,Strathdon Investments,3
113075-74,NCH Corporation,2
113075-83,FEMO Group Holdings,
113075-92,Universidad ICEL,
11307-61,Stratos Ventures,7
113076-10,Energizing Co.,
113076-19,Kush Bottles,
113076-28,Guernsey Recycling,
113076-64,Andy Ambrose,
113076-82,Mihir Shah,1
113076-91,Joe O'Sullivan,
113077-27,Doug Worple,
11307-79,Stratford Capital Partners,3
113077-90,Tony Rimas,
113078-62,Rick Lundbom,
11307-88,Strength Capital,19
113079-07,La Mancha Resources,3
11307-97,Stripes Group,12
113079-70,Ecosse Subsea Systems,
11308-06,SUEZ Ventures,
113080-69,Pixius Communications,
11308-15,Astorg Partners,31
113081-59,Martin UAV,
113082-04,Investment Co. Tuloma,
113082-76,Palm Finance,1
113082-85,The Acme Facilities Group,
113083-03,Carolina Quality,
11308-33,PME Investimentos,6
113083-39,Wichita Technology Ventures,8
113083-57,The Fragasso Group,
113083-66,Lowen,1
113083-93,Queen's Innovation Connector Summer Initiative,
113084-11,Unindustria Bologna,1
113084-38,Suntory Group,1
113084-47,Yorkshire Building Society,
113084-74,Schenker Storen,
113084-83,Bob Richards Automotive Group,
113084-92,Mike Cholod,
113085-01,Hueck Industrie Holding,
11308-51,Sutter Hill Ventures,202
113085-10,Ludwig Beck,
113085-19,Pactum Advisers,1
113085-28,Jason Shipping,9
113085-46,Media Arts Group,
113085-64,Elajo Elteknik,
113085-73,Karl W. Niemann,
113085-82,United,1
11308-60,S-Venture Capital Dortmund,2
113086-00,Iñaki Berenguer,
11308-69,Star Ventures,133
113087-17,Mozilla Gigabit Community Fund,1
113087-26,Rothschild Credit Management,
113087-62,Bun Sekretarial,
11308-78,SWG,7
113087-80,Sega Networks,2
113087-89,Emerge Oil & Gas,1
113088-16,Dan Gertsacov,
113088-25,BioEnergy International,1
113088-52,Northside Technology Solutions,
11308-87,Swicorp,4
113088-88,Blue Coast Private Equity,
113089-06,Marc Daubach,
113089-33,Groupe Villemain Île-de-France,
11308-96,Sycamore Ventures,58
11309-05,Symantec Investment Fund,1
113090-59,Newave Energy Holding,
113090-77,ProVal Partners,1
113091-04,Surana Telecom and Power,
113091-31,Severo-Zapadnyi Telekom,1
11309-14,Symbion Capital,3
113091-94,Connect Distribution Services,
113092-03,Certare Ventures,3
11309-23,Symmetric Capital,15
113092-48,Lithardt Holding,
113092-57,Mondi Swiecie,1
113092-66,Michael DiVerde,
113092-93,Nassau Reinsurance,
113093-02,Flyer Bikes,
11309-32,Symphony Capital,7
113093-38,XTend Medical,
113093-47,Regionalkonferenz Emmental,1
113093-65,Arvid Svensson,11
11309-41,Syncom Venture Partners,14
113094-46,Solar Energy Group,
113094-73,Venkatesh Valluri,
11309-50,Synergo,35
113095-09,Berger Pascal Albert Marcel,
113095-18,cemb,2
113095-45,Ali Mortazavi,
113095-54,Carolyn Magsalay,
113095-63,Vijay Ullal,
113095-72,Princeton Holdings,
113095-81,Vasudev Bhandarkar,1
11309-59,Synergy Life Science Partners,6
113095-99,Sanat Rao,
113096-17,Sciame Development,
113096-26,Utterslev,2
113096-44,Anoop Goyal,1
11309-68,Takeda Ventures,14
113096-80,Harminder Sahni,
113096-89,Royalton Capital,
113097-07,Anil Advani,
113097-16,David Scott Blitzer,
113097-25,Krishna Mehra,
113097-34,John Tucker,
113097-43,Jeff Mallett,
113097-61,Vivek Ranadive,2
11309-77,Talisman Capital Partners,9
113097-70,Jared Simon,
113097-97,Ajay Lavakare,
113098-24,Srikanth Sundararajan,1
113098-51,Event Projection,
11309-86,Tallwood Venture Capital,31
113098-69,De Gamma Group,1
113099-05,Discover France Adventures,
113099-41,Andrew Klopfer,1
11309-95,Tall Oaks Capital Partners,12
113099-50,Bobst,4
113099-86,Jonathan Levi,1
113100-31,Sfeir,
11310-04,Talon Group,43
113100-49,Roberto Volkel,1
113100-67,Eurocape New Energy,2
113100-94,Stinag Stuttgart Invest,1
11310-13,Tamarack Capital Partners,5
113101-30,Newsweb,1
113101-39,One Call Recruitment,
113101-66,Voca,1
113101-75,Pinnacle Wealth Brokers,
113101-93,OneContact,
113102-02,Icecon Business Systems,
11310-22,Tamar Ventures,5
113102-65,RSA Travel Insurance,
113103-01,Arkivator Sweden,
113103-64,Sandeep Tyagi,
113103-73,Asefa,
113104-09,Terry Mullen,
113104-36,Clément Cazalot,
11310-49,Tanglewood Investments,3
113105-17,Michael Marasco,
113105-26,Mel Stevenson & Associates,
113105-35,One Media Holding,
113105-44,Vishal Sood,
113105-53,Kevin W. Tung,2
11310-58,GrowthPath Capital,2
113106-43,Mainrom Line Logistics,1
113106-52,Shell Pipeline Company,7
113106-70,Brazin,4
113106-79,DG3 Europe,
113106-88,KJ Singh,1
113107-33,Out of the Ordinary,
113107-51,TT International,1
11310-76,Tara Capital,1
113107-87,Jagdish Amin,
113107-96,LeSports,1
113108-05,Justin Weil,
113108-14,KD Medienpark Faber,
113108-32,Blue Cross Blue Shield of New Mexico,
113108-41,Revenue Assurance Services,1
11310-85,Target Partners,17
113108-50,Baird & Warner Holding,
113108-95,"Merty Energy, Petroleum Exploration, Education and Services",1
113109-31,Deutsche Sinalco GmbH Markengetränke & Co.,
11310-94,Tate & Lyle Ventures,5
113109-67,Petit Forestier,
113109-76,Richard Burbidge,
113109-85,David Waxman,
113110-12,Oxford Sciences Innovation,1
113110-84,BBVA Bancomer Mexico,1
113110-93,Heidi.com,
113111-11,Ciranoé,1
11311-12,The TCW Group,16
113111-29,FCL (Fraser),
113111-56,RANDYS Worldwide,
11311-21,TCW/Latin America Partners,2
113112-19,Atmosphere Commercial Interiors,1
113112-28,Felix Scheuffelen,1
113112-46,Peep Vain,
113112-64,Sinan Güler,
113112-82,Atrius Health,1
11311-30,Birch Hill Equity Partners,53
113113-09,Selçuk Saraç,
113113-18,Redhall Engineering,
113113-27,Lari Pardorokes,
113113-45,Mehmet Onarcan,
113113-54,Münif İhsan Koz,
113113-72,Seme Nedis,
11311-39,TDF Capital,6
113113-90,Fırat Kalsın,
113114-17,Kemal Yılmaz,
113114-26,Selahattin Önen,
113114-35,Great Western Ink,
11311-48,TDH,4
113114-80,Sergül Yücekök,
113114-89,Sertaç Yakın,
113115-16,Schoeller-Plast-Enterprise,
113115-25,Wiebe Logghe,
113115-43,Ömer Erkmen,
113115-52,Rosagronefteprodukt Oil,1
113115-61,Turhan Beriker,
11311-57,TDR Capital,25
113116-42,RHS Investments,3
113116-51,Pennsylvania American Water,
11311-66,Techxas Ventures,11
113116-87,Southern Crown Resources,
113116-96,Eden (Office Management Platform),
113117-23,Yoav Kimchy,1
11311-75,Techfarm Ventures,14
113117-59,Opera Investments,1
113117-86,Miton UK MicroCap Trust,
113118-04,Lombard Medical Technologies,
113118-31,Antoine Nussembaum,1
11311-84,Technology Venture Partners Pty.,3
113118-67,China Fire Safety,
113118-85,Torishima Pump Manufacturing,1
11311-93,TechFund Europe Management,18
113119-30,ESW Capital,29
113119-57,Higher Ground SICAV,
113120-02,Lehigh Hanson,2
11312-02,Technology Venture Partners,21
113120-56,River Bank & Trust,
11312-11,Tech Capital Partners,13
113121-19,The Fertility Partnership,
113121-82,Desjardins Asset Management,
113121-91,Fiera International,
113122-09,Meyer Capital,5
113122-18,Realtime Technology Alliance Africa,1
11312-29,Technology Partners,73
113123-26,Behr Bircher Cellpack BBC,
11312-38,Technology Funding,19
113123-80,Hebi Holding,1
113124-16,Salinen Austria,1
11312-47,Techno-Venture Company,5
113124-97,Lyford Investments Enterprises,
11312-56,TechnoStart,9
113125-60,Premuda,1
113125-78,Amorim Energia,
113126-41,Nasser Bin Khaled Holding,
